unique_quad,field_mission,sampling_site,site_blind_number,sampling_date,obs1,obs2,mud_google_percent,emerg_google_percent,other_google_percent,mud_planned_reps,emerg_planned_reps,other_planned_reps,mud_obs1_percent,emerg_obs1_percent,other_obs1_percent,mud_obs2_percent,emerg_obs2_percent,other_obs2_percent,mud_obsavg_percent,emerg_obsavg_percent,other_obsavg_percent,mud_actual_reps,emerg_actual_reps,other_actual_reps,sampling_start_time_cleaned,eval_obs,flowmeter_rotations,secchi_depth_cm,temp_C,salinity_brix,pH,nitrate_mg.L_NO3,nitrite_mg.L_NO2,phosphate_mg.L_PO4,oxygen_mg.L_o2,point_ID,lat,long,microhabitat_type,depth_cm_cleaned_agg,typha,phrag,cyperus,poa_grass,ludwigia,nymphaea,salvinia,ceratophyllum,potamogeton,pistia,azolla,ipomea,lemna,emergent_stems_cleaned,floating_veg_g_cleaned,number_scoops,field_count_bulinus,date_plated,snail_is_trunc_globo,molec_conf_truncatus,molec_conf_globosus,molec_conf_schisto_haem,molec_conf_schisto_bovis,molec_conf_hybrid,molec_conf_non_schisto,bulinus_mean_shell_height,site_FM_combo,include_in_which_analyses
31-Aug-16_Malla Tack 3_53,2,Malla Tack 3,NA,31-Aug-16,Andy,Izzy,NA,NA,NA,NA,NA,NA,30,30,40,40,30,30,35,30,35,5,5,5,13:00,"Simon, Assane",4,45,30,0,6.95,1.4,0,0,1.8,53,16.135024,-15.884479,emergent,62,1,1,0,0,0,0,0,1,1,0,0,0,NA,5,160,3,1,NA,1,0,0,0,0,1,0,6.53,Malla Tack 3_FM_2,include_all
31-Aug-16_Malla Tack 3_54,2,Malla Tack 3,NA,31-Aug-16,Andy,Izzy,NA,NA,NA,NA,NA,NA,30,30,40,40,30,30,35,30,35,5,5,5,13:00,"Simon, Assane",4,45,30,0,6.95,1.4,0,0,1.8,54,16.13498,-15.884408,emergent,35,1,0,0,0,1,0,0,1,0,0,0,0,NA,5,120,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_2,include_all
31-Aug-16_Malla Tack 3_56,2,Malla Tack 3,NA,31-Aug-16,Andy,Izzy,NA,NA,NA,NA,NA,NA,30,30,40,40,30,30,35,30,35,5,5,5,13:00,"Simon, Assane",4,45,30,0,6.95,1.4,0,0,1.8,56,16.134998,-15.884444,mud,56,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_2,include_all
31-Aug-16_Malla Tack 3_9,2,Malla Tack 3,NA,31-Aug-16,Andy,Izzy,NA,NA,NA,NA,NA,NA,30,30,40,40,30,30,35,30,35,5,5,5,13:00,"Simon, Assane",4,45,30,0,6.95,1.4,0,0,1.8,9,16.134971,-15.884428,mud,38,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_2,include_all
31-Jul-17_Diokhor 1_1,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,1,16.18879539,-15.88283725,mud,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285,3,0,1-Aug-17,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_11,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,11,16.18880973,-15.88274253,other,38,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3600,9,24,1-Aug-17,20,0,0,0,0,0,0,7.467222222,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_14,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,14,16.18867415,-15.88276908,other,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,175,3,0,,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_15,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,15,16.18870526,-15.88293742,mud,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_2,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,2,16.18867351,-15.88297536,emergent,45,1,0,0,0,0,0,0,1,0,0,1,1,1,4,250,3,0,1-Aug-17,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_22,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,22,16.18873925,-15.882859,mud,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,3,0,,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_29,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,29,16.18866358,-15.88291971,emergent,46,1,0,0,0,1,0,0,1,0,0,1,0,0,1,600,3,3,1-Aug-17,4,0,1,1,0,0,0,6.9275,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_3,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,3,16.18871013,-15.88287581,mud,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,400,3,1,1-Aug-17,1,0,0,0,0,0,0,3.43,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_33,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,33,16.18875306,-15.88294555,mud,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,225,3,1,1-Aug-17,1,0,0,0,0,0,0,7.17,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_37,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,37,16.18869824,-15.88281093,other,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1000,3,8,1-Aug-17,8,0,0,0,0,0,0,5.488571429,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_41,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,41,16.18868634,-15.88292544,mud,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3,0,,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_44,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,44,16.18868028,-15.88291216,mud,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,2,1-Aug-17,2,0,0,0,0,0,0,3.795,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_5,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,5,16.18878793,-15.88285003,mud,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,3,0,,0,0,0,0,0,0,0,NA,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_8,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,8,16.18871858,-15.88286222,other,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,850,3,2,1-Aug-17,1,0,0,0,0,0,0,6.32,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 1_9,5,Diokhor 1,22,31-Jul-17,AC,Izzy,57,3,40,8,1,6,50,15,35,50,25,25,50,30,20,8,3,4,11:13,Raphael,3,46,29,0,6.95,2.8,0.01,0.17,NA,9,16.18877524,-15.88287552,emergent,50,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1800,3,5,1-Aug-17,5,0,0,0,0,0,0,7.516666667,Diokhor 1_FM_5,include_all
31-Jul-17_Diokhor 2_1,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,1,16.18962432,-15.88279956,other,20,0,0,0,0,1,1,0,1,1,0,0,0,0,0,20,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_10,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,10,16.18945921,-15.88259765,emergent,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1000,3,1,1-Aug-17,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_15,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,15,16.18955251,-15.88287715,mud,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_17,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,17,16.18953404,-15.88265861,emergent,37,1,0,0,0,0,0,0,1,0,0,1,0,1,2,200,3,0,1-Aug-17,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_18,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,18,16.18955187,-15.88285998,mud,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_2,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,2,16.18956486,-15.88284659,mud,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_20,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,20,16.18957078,-15.88275248,mud,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_21,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,21,16.18950887,-15.88293609,mud,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_22,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,22,16.18948555,-15.88252317,emergent,20,1,0,0,0,0,0,0,0,0,1,0,0,0,4,150,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_23,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,23,16.18953256,-15.88295378,mud,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_25,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,25,16.18954378,-15.88277452,mud,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_27,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,27,16.18954069,-15.88288258,mud,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_29,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,29,16.18955606,-15.88279401,mud,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_7,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,7,16.18953191,-15.88292732,mud,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-Jul-17_Diokhor 2_8,5,Diokhor 2,23,31-Jul-17,AC,Izzy,64,24,12,9,4,2,70,20,10,60,30,10,65,25,10,10,4,1,13:10,Raphael,2,42,31,0,NA,NA,0.02,0.91,NA,8,16.18960324,-15.88270037,emergent,30,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1-Aug-17,0,0,0,0,0,0,0,NA,Diokhor 2_FM_5,include_all
31-May-16_Malla Tack 3_1,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,1,16.135005,-15.884466,mud,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_10,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,10,16.135066,-15.884533,emergent,42,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,13,725,NA,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_11,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,11,16.135095,-15.884471,emergent,55,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,12,0,NA,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_2,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,2,16.135016,-15.884441,mud,24,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,100,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_3,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,3,16.135041,-15.884491,mud,45,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_4,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,4,16.135052,-15.884465,other,38,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,200,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_5,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,5,16.13508,-15.884517,other,48,1,0,0,0,0,1,0,1,0,0,NA,NA,NA,1,900,3,17,NA,3,0,0,0,0,0,0,4.476666667,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_6,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,6,16.135088,-15.88449,other,57,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,15,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_7,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,7,16.135011,-15.884452,mud,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_8,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,8,16.135046,-15.884477,mud,27,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Malla Tack 3_9,1,Malla Tack 3,NA,31-May-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,31,28,0,7.05,3.8,0.03,0.56,NA,9,16.135083,-15.884503,mud,62,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,5,3,0,NA,0,0,0,0,0,0,0,NA,Malla Tack 3_FM_1,include_all
31-May-16_Syer 1_10,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,10,16.077388,-15.895956,other,50,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,250,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_11,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,11,16.077298,-15.896078,other,60,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,375,6,2,NA,3,0,0,0,0,0,0,4.32,Syer 1_FM_1,include_all
31-May-16_Syer 1_13,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,13,16.077489,-15.896037,other,55,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,800,6,1,NA,1,0,0,0,0,0,0,3.4,Syer 1_FM_1,include_all
31-May-16_Syer 1_14,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,14,16.077451,-15.895864,mud,40,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_17,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,17,16.077358,-15.895973,other,50,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,424,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_19,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,19,16.077187,-15.896152,emergent,45,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_2,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,2,16.077354,-15.895838,other,25,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,300,3,0,NA,1,0,0,0,0,0,0,5.57,Syer 1_FM_1,include_all
31-May-16_Syer 1_3,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,3,16.077172,-15.896094,mud,25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_37,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,37,16.077329,-15.896089,other,61,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,600,3,1,NA,1,1,0,0,0,1,0,4.54,Syer 1_FM_1,include_all
31-May-16_Syer 1_4,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,4,16.077387,-15.895806,mud,40,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_43,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,43,16.077199,-15.896177,emergent,50,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,5,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_5,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,5,16.077396,-15.896099,other,55,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,600,3,1,NA,1,0,0,0,0,0,0,4.81,Syer 1_FM_1,include_all
31-May-16_Syer 1_6,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,6,16.077413,-15.895966,other,45,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,400,3,1,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_7,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,7,16.077227,-15.896216,emergent,63,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 1_FM_1,include_all
31-May-16_Syer 1_8,1,Syer 1,NA,31-May-16,NA,NA,47,20,33,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,1,43,28,0,7.9,3,0.02,0.61,NA,8,16.077423,-15.896073,other,55,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,425,3,4,NA,4,1,0,0,0,1,0,5.015,Syer 1_FM_1,include_all
31-May-16_Syer 2_10,1,Syer 2,NA,31-May-16,NA,NA,67,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,3,40,32,0,6.5,3.85,0.01,0.32,NA,10,16.071321,-15.894842,mud,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Syer 2_FM_1,include_all
31-May-16_Syer 2_12,1,Syer 2,NA,31-May-16,NA,NA,67,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,3,40,32,0,6.5,3.85,0.01,0.32,NA,12,16.07147,-15.894925,other,32,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,0,275,3,0,NA,0,0,0,0,0,0,0,NA,Syer 2_FM_1,include_all
31-May-16_Syer 2_13,1,Syer 2,NA,31-May-16,NA,NA,67,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,3,40,32,0,6.5,3.85,0.01,0.32,NA,13,16.071296,-15.89487,other,24,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,200,3,1,NA,0,0,0,0,0,0,0,NA,Syer 2_FM_1,include_all
